quarter,variable,value,unit,source_id,revision_policy,frequency_model,transform,observation_count,missing_flag
2013Q4,y,175.56,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2014Q1,y,177.05,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2014Q2,y,174.42,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2014Q3,y,174.32,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2014Q4,y,175.23,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2015Q1,y,173.86,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2015Q2,y,169.75,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2015Q3,y,166.95,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2015Q4,y,165.67,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2016Q1,y,163.3,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2016Q2,y,163.75,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2016Q3,y,162.86,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2016Q4,y,162.7,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2017Q1,y,164.35,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2017Q2,y,165.73,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2017Q3,y,166.12,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2017Q4,y,167.02,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2018Q1,y,168.01,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2018Q2,y,167.85,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2018Q3,y,169.46,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2018Q4,y,169.01,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2019Q1,y,169.54,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2019Q2,y,170.49,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2019Q3,y,170.53,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
2019Q4,y,172.02,index,IBGE-SIDRA-CNT-1621-v584-c11255-90707-n1-1,final_revised,quarterly,source_quarterly_index_level,1,none
